geo_point_2d;objektkate;objektart;objektname;objektzusa;i_beschr;i_zusinfo;strasse;hausnummer;ort;link;ptl_anschl;p_email;ostwert;hochwert;stadtbeznr;stadtbezbe;statbeznr;statbezibe;ubznr;ubz;sozialrnr;sozialrbe;aktionsrnr;aktionsrbz;kommune
51.51814981173122, 7.513452432171258;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Akazienstraße;2;Dortmund;;;;396858.24999996304;5708495.179999885;3;Brackel;330;Wambel;332;Breierspfad;063;Wambel;;;Dortmund
51.49028981342134, 7.496074501947489;XE_SozialEinrichtung;Kindergarten;Ev. Elias-Kindergarten;;;;Aldinghofer Straße;19;Dortmund;;;;395588.9099999608;5705421.649999877;5;Hörde;530;Hörde;532;Hörde;082;Hörde;082;Hörde;Dortmund
51.55606245282718, 7.484123562362017;XE_SozialEinrichtung;Kindergarten;EI Sonnenkinderhaus e.V.;;;;Alter Heideweg;31;Dortmund;;;;394910.7799999591;5712753.009999871;1;Eving;120;Eving;124;Kemminghausen;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen;Dortmund
51.51054915687789, 7.496323649750928;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Am Ostpark;43;Dortmund;;;;395652.489999961;5707674.229999878;30;Innenstadt-Ost;070;Kaiserbrunnen;072;Funkenburg;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;;Dortmund
51.550753528788604, 7.53777001545863;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Am Stuckenrodt;2 a;Dortmund;;;;398617.86999996635;5712086.909999896;2;Scharnhorst;260;Alt-Scharnhorst;261;Msa-Siedlung;053;Alt-Scharnhorst;;;Dortmund
51.52771558472682, 7.5414206493205285;XE_SozialEinrichtung;Kindergarten;EI Sternschnuppe Kiga Brackel e.V.;;;;Am Westheck;73;Dortmund;;;;398819.88999996654;5709519.899999899;3;Brackel;320;Brackel;322;Westheck;062;Brackel;;;Dortmund
51.56481502464268, 7.383853211974907;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Ammerstraße;50;Dortmund;;;;387981.37999994354;5713875.169999811;9;Mengede;920;Mengede;924;Alte Kolonie;123;Nette;123;Nette;Dortmund
51.50988774270427, 7.512158252227661;XE_SozialEinrichtung;Kindergarten;DRK-Kita Wichtelburg;;;;An der Stipskuhle;44;Dortmund;;;;396749.7799999626;5707578.219999883;30;Innenstadt-Ost;080;Westfalendamm;082;Gartenstadt-Nord;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;;Dortmund
51.49732681391493, 7.561676757583339;XE_SozialEinrichtung;Kindergarten;AWO TEK Aplerbecker Straße;;;;Aplerbecker Straße;484;Dortmund;;;;400158.5499999685;5706112.679999905;4;Aplerbeck;410;Aplerbeck;411;Aplerbecker Straße;071;Aplerbeck;;;Dortmund
51.51461632866037, 7.558629949791109;XE_SozialEinrichtung;Kindergarten;Kath. Kiga St. Nikolaus v.Flüe;;;;Arcostraße;70;Dortmund;;;;399984.92999996856;5708039.529999905;3;Brackel;320;Brackel;328;Funkturmsiedlung;062;Brackel;;;Dortmund
51.52893405674501, 7.580891765716484;XE_SozialEinrichtung;Kindergarten;Kath. Kiga St. Joseph;;;;Asselburgstraße;12;Dortmund;;;;401560.45999997086;5709601.559999912;3;Brackel;310;Asseln;312;Asseln Dorf;061;Asseln;;;Dortmund
51.52878093998617, 7.590739348664405;XE_SozialEinrichtung;Kindergarten;Ev. Kiga Arche Asseln;;;;Asselner Hellweg;163;Dortmund;;;;402243.199999972;5709571.329999919;3;Brackel;310;Asseln;313;Asseln Hellweg;061;Asseln;;;Dortmund
51.466720779012164, 7.495289957450953;XE_SozialEinrichtung;Kindergarten;Kath. Kiga Hl. Geist;;;;Auf den Porten;6;Dortmund;;;;395480.57999996044;5702801.789999876;5;Hörde;560;Wellinghofen;561;Wellinghofen;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;;Dortmund
51.495896387273326, 7.538063588984527;XE_SozialEinrichtung;Kindergarten;Kath. Kiga St. Bonifatius;;;;Bergparte;2;Dortmund;;;;398516.33999996574;5705986.079999897;4;Aplerbeck;430;Schüren;431;Schüren-Neu;073;Schüren;;;Dortmund
51.49553807642694, 7.538405532150574;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Bergparte;4;Dortmund;;;;398539.27999996574;5705945.759999896;4;Aplerbeck;430;Schüren;431;Schüren-Neu;073;Schüren;;;Dortmund
51.5088597499372, 7.455223706946688;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Beurhausstraße;50;Dortmund;;;;392796.54999995476;5707545.7599998545;10;Innenstadt-West;000;City;003;Cityring-West;011;City;;;Dortmund
51.53584708097622, 7.552088904104674;XE_SozialEinrichtung;Kindergarten;Caritas-TEK St. Augustinus;;;;Oester Straße;135;Dortmund;;;;399577.7955861358;5710409.47266638;3;Brackel;320;Brackel;321;Brackeler Feld;062;Brackel;;;Dortmund
51.5404945143381, 7.371391201145945;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Biehleweg;29;Dortmund;;;;387057.43999994127;5711189.789999801;9;Mengede;960;Westerfilde;960;Westerfilde;121;Bodelschwingh/Westerfilde;121;Bodelschwingh/Westerfilde;Dortmund
51.56134920136333, 7.3752099532885715;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Breisenbachstraße;24;Dortmund;;;;387373.76999994216;5713503.029999805;9;Mengede;940;Oestrich;940;Oestrich;122;Mengede/Oestrich/Schwieringhausen;;;Dortmund
51.57451038484037, 7.381217023582724;XE_SozialEinrichtung;Kindergarten;Kath. Kiga St. Remigius;;;;Burgring;35;Dortmund;;;;387822.5399999433;5714957.379999807;9;Mengede;920;Mengede;923;Mengede-Mitte;122;Mengede/Oestrich/Schwieringhausen;;;Dortmund
51.56293007252949, 7.365795455799108;XE_SozialEinrichtung;Kindergarten;DRK-Kita Schatzkiste;;;;Castroper Straße;162;Dortmund;;;;386725.1499999404;5713693.369999797;9;Mengede;940;Oestrich;940;Oestrich;122;Mengede/Oestrich/Schwieringhausen;;;Dortmund
51.481598212739904, 7.504627717305555;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Clarenberg;35-37;Dortmund;;;;396162.949999962;5704442.939999881;5;Hörde;530;Hörde;535;Clarenberg;082;Hörde;082;Hörde;Dortmund
51.545866182076765, 7.428917536753971;XE_SozialEinrichtung;Kindergarten;Ev. Kiga Deusen;;;;Deusener Straße;201 a;Dortmund;;;;391059.43999995105;5711699.899999841;8;Huckarde;810;Deusen;810;Deusen;111;Deusen/Huckarde;;;Dortmund
51.557324861212095, 7.540494754389633;XE_SozialEinrichtung;Kindergarten;DRK-Kiga Wilde Wiese;;;;Droote;22-24;Dortmund;;;;398821.35999996634;5712813.909999897;2;Scharnhorst;270;Scharnhorst-Ost;270;Scharnhorst-Ost;054;Scharnhorst-Ost;054;Scharnhorst-Ost;Dortmund
51.50290661376878, 7.528381469120725;XE_SozialEinrichtung;Kindergarten;Kiga Wirbelwind Dtm. Turngemeinde;;;;Dubliner Weg;8;Dortmund;;;;397859.9399999648;5706779.119999892;4;Aplerbeck;430;Schüren;431;Schüren-Neu;073;Schüren;;;Dortmund
51.52569095480069, 7.478607034732357;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Dürener Straße;60;Dortmund;;;;394458.1199999585;5709383.479999868;20;Innenstadt-Nord;060;Borsigplatz;061;Borsigplatz;023;Borsigplatz;023;Borsigplatz;Dortmund
51.456721287417885, 7.458028396077458;XE_SozialEinrichtung;Kindergarten;Kath. Kiga St. Patrokli;;;;Dyckhoffsweg;24;Dortmund;;;;392869.0599999552;5701743.649999859;6;Hombruch;670;Kirchhörde-Löttringhausen;674;Kirchhörde-Ost;093;Kirchhörde/Löttringhausen/Lücklemberg;;;Dortmund
51.53824171495847, 7.615295293111122;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Ebbinghausstraße;53;Dortmund;;;;403966.41999997426;5710590.909999926;3;Brackel;340;Wickede;342;Wickede Dorf;064;Wickede;;;Dortmund
51.5335091232674, 7.461713980893522;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Eberstraße;39;Dortmund;;;;393304.55999995617;5710277.39999986;20;Innenstadt-Nord;050;Nordmarkt;053;Nordmarkt-West;022;Nordmarkt;022;Nordmarkt;Dortmund
51.47253600501669, 7.597809849054774;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Edelrosenstraße;16;Dortmund;;;;402613.8199999723;5703307.139999918;4;Aplerbeck;450;Sölderholz;452;Lichtendorf;074;Sölde/Sölderholz;;;Dortmund
51.50882672017281, 7.464218579727087;XE_SozialEinrichtung;Kindergarten;AWO TEK Elisabethstraße;;;;Elisabethstraße;6a;Dortmund;;;;393420.6599999565;5707528.94999986;10;Innenstadt-West;000;City;003;Cityring-West;011;City;;;Dortmund
51.562212749044534, 7.415449085060615;XE_SozialEinrichtung;Kindergarten;EI Gut Königsmühle;;;;Ellinghauser Straße;309;Dortmund;;;;390164.9599999491;5713537.859999834;9;Mengede;950;Schwieringhausen;953;Ellinghausen;122;Mengede/Oestrich/Schwieringhausen;;;Dortmund
51.49462914031568, 7.413382232877676;XE_SozialEinrichtung;Kindergarten;EI HoKiDO e.V.;;;;Emil-Figge-Straße;57;Dortmund;;;;389858.7199999486;5706025.379999831;6;Hombruch;640;Eichlinghofen;642;Universität;091;Barop/Brünninghausen/Hombruch;;;Dortmund
51.55359835416401, 7.46629208215463;XE_SozialEinrichtung;Kindergarten;AWO TEK Evinger Parkweg;;;;Evinger Parkweg;8;Dortmund;;;;393668.9199999568;5712504.759999861;1;Eving;120;Eving;122;Eving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen;Dortmund
51.580898447453535, 7.46196563261229;XE_SozialEinrichtung;Kindergarten;EI Rappelkiste e.V.;;;;Evinger Straße;600;Dortmund;;;;393432.8399999562;5715546.979999861;1;Eving;110;Brechten;111;Brechten-Nord;041;Brechten/Holthausen;;;Dortmund
51.553714923007426, 7.468056197190316;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Externberg;14;Dortmund;;;;393791.4899999574;5712515.159999863;1;Eving;120;Eving;122;Eving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen;Dortmund
51.4759763844371, 7.531491340792024;XE_SozialEinrichtung;Kindergarten;Ev. Kiga Berghofen;;;;Fasanenweg;20;Dortmund;;;;398015.69999996526;5703780.009999894;4;Aplerbeck;420;Berghofen;421;Berghofen Dorf;072;Berghofen;;;Dortmund
51.5030254721772, 7.409507715917795;XE_SozialEinrichtung;Kindergarten;Ev. Kiga Eliaskinder in Oberdorstfeld;;;;Fine Frau;10;Dortmund;;;;389610.0599999478;5706964.919999829;10;Innenstadt-West;030;Dorstfeld;033;Oberdorstfeld;014;Dorstfeld;014;Dorstfeld;Dortmund
51.49778076590716, 7.471652969936691;XE_SozialEinrichtung;Kindergarten;Kita Concept Kita Wölkchen am Westfalenpark;;;;Florianstraße;15-21;Dortmund;;;;393910.9099999574;5706289.789999865;30;Innenstadt-Ost;090;Ruhrallee;092;Ruhrallee Ost;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;;Dortmund
51.51293554359355, 7.488403330266083;XE_SozialEinrichtung;Kindergarten;Kath. Kiga St. Franziskus (2 Gruppen);;;;Franziskanerstraße;3;Dortmund;;;;395108.36999995983;5707950.929999872;30;Innenstadt-Ost;070;Kaiserbrunnen;072;Funkenburg;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;;Dortmund
51.55702500002608, 7.473657567660087;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Fröbelweg;1-3;Dortmund;;;;394187.48999995814;5712875.139999865;1;Eving;120;Eving;122;Eving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen;Dortmund
51.52324370992682, 7.365537247786997;XE_SozialEinrichtung;Kindergarten;Kath. Kiga St. Josef;;;;Frohlinder Straße;38 a;Dortmund;;;;386608.63999994023;5709280.489999797;8;Huckarde;840;Kirchlinde;841;Kirchlinde-Alt;112;Rahm/Kirchlinde;;;Dortmund
51.541667476581516, 7.406744406884339;XE_SozialEinrichtung;Kindergarten;Frauenzentrum TEK Fuchteystraße;;;;Fuchteystraße;6;Dortmund;;;;389511.8499999476;5711266.239999827;8;Huckarde;820;Huckarde;821;Mailoh;111;Deusen/Huckarde;;;Dortmund
51.54494117309997, 7.5296405903547985;XE_SozialEinrichtung;Kindergarten;Kath. Kiga St. Immaculata;;;;Gleiwitzstraße;16;Dortmund;;;;398041.2599999649;5711451.839999893;2;Scharnhorst;260;Alt-Scharnhorst;261;Msa-Siedlung;053;Alt-Scharnhorst;;;Dortmund
51.55948038160831, 7.465200901255411;XE_SozialEinrichtung;Kindergarten;Caritas-TEK St. Wendelin;;;;Grävinghoffweg;1-3;Dortmund;;;;393606.99999995675;5713160.459999862;1;Eving;120;Eving;122;Eving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen;Dortmund
51.556742736106116, 7.4593682990453845;XE_SozialEinrichtung;Kindergarten;EI Rumpelwichte e.V.;;;;Grävingholzstraße;59;Dortmund;;;;393196.2899999559;5712864.519999857;1;Eving;120;Eving;121;Niedereving;042;Lindenhorst/Eving II;042;Lindenhorst/Eving II;Dortmund
51.556742736106116, 7.4593682990453845;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Grävingholzstraße;59;Dortmund;;;;393196.2899999559;5712864.519999857;1;Eving;120;Eving;121;Niedereving;042;Lindenhorst/Eving II;042;Lindenhorst/Eving II;Dortmund
51.55697263221048, 7.506615990362726;XE_SozialEinrichtung;Kindergarten;Ev. Kiga Kirchderne;;;;Grüggelsort;9 b;Dortmund;;;;396472.0699999621;5712822.149999884;2;Scharnhorst;230;Kirchderne;231;Franz-Zimmer-Siedlung;051;Derne/Hostedde/Kirchderne/Grevel;;;Dortmund
51.5010171511448, 7.474173874319499;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Hainallee;77;Dortmund;;;;394093.3899999579;5706646.039999865;30;Innenstadt-Ost;090;Ruhrallee;092;Ruhrallee Ost;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;;Dortmund
51.45080165448103, 7.490058565001194;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Am Heisterbach;130;Dortmund;;;;395080.71999995987;5701038.999999874;5;Hörde;570;Wichlinghofen;570;Wichlinghofen;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;;Dortmund
51.527675629258134, 7.589828346738848;XE_SozialEinrichtung;Kindergarten;EI Kinderland e.V.;;;;Am Petersheck;9;Dortmund;;;;402177.6399999719;5709449.629999918;3;Brackel;310;Asseln;313;Asseln Hellweg;061;Asseln;;;Dortmund
51.49560192641197, 7.530332966460063;XE_SozialEinrichtung;Kindergarten;Nido-Kindergarten;;;;Am Remberg;173;Dortmund;;;;397979.06999996485;5705964.079999894;4;Aplerbeck;430;Schüren;432;Schüren-Alt;073;Schüren;;;Dortmund
51.55020458753007, 7.537390827212859;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Am Stuckenrodt;8;Dortmund;;;;398590.359999966;5712026.389999895;2;Scharnhorst;260;Alt-Scharnhorst;261;Msa-Siedlung;053;Alt-Scharnhorst;;;Dortmund
51.48659958753293, 7.36306421400421;XE_SozialEinrichtung;Kindergarten;EI Kleyer Sonnenkinder e.V.;;;;Am Zitter;16;Dortmund;;;;386345.93999993935;5705209.379999796;7;Lütgendortmund;720;Kley;720;Kley;104;Kley/Oespel;;;Dortmund
51.51132894527473, 7.455698617201578;XE_SozialEinrichtung;Kindergarten;Kath. Kiga Liebfrauen;;;;Amalienstraße;20;Dortmund;;;;392835.2999999549;5707819.649999857;10;Innenstadt-West;000;City;003;Cityring-West;011;City;;;Dortmund
51.486699257683114, 7.4345295074647835;XE_SozialEinrichtung;Kindergarten;AWO TEK Barop;;;;An der Witwe;1;Dortmund;;;;391307.7999999515;5705111.939999844;6;Hombruch;610;Barop;613;Krückenweg;091;Barop/Brünninghausen/Hombruch;;;Dortmund
51.528461721789164, 7.58057472804766;XE_SozialEinrichtung;Kindergarten;EI Elinas Bunte Kinderstube Asseln e.V.;;;;Asselener Hellweg;86;Dortmund;;;;401537.44999997097;5709549.459999912;3;Brackel;310;Asseln;312;Asseln Dorf;061;Asseln;;;Dortmund
51.51858545424451, 7.357764211879615;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Auf'm Lehmbrink;61;Dortmund;;;;386057.78999993857;5708774.54999979;7;Lütgendortmund;760;Westrich;760;Westrich;103;Bövinghausen/Westrich;103;Bövinghausen/Westrich;Dortmund
51.54229138791431, 7.624714223065718;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Baedekerstraße;40;Dortmund;;;;404628.0899999751;5711028.939999929;3;Brackel;340;Wickede;341;Wickeder Feld;064;Wickede;;;Dortmund
51.53966777404792, 7.407912937480489;XE_SozialEinrichtung;Kindergarten;Kath. Kiga St. Christopherus;;;;Basenachstraße;7 a;Dortmund;;;;389588.0399999477;5711042.0999998255;8;Huckarde;820;Huckarde;821;Mailoh;111;Deusen/Huckarde;;;Dortmund
51.46443705154298, 7.52333899315568;XE_SozialEinrichtung;Kindergarten;Ev. Kiga Auf dem Höchsten;;;;Benninghofer Straße;340;Dortmund;;;;397423.689999964;5702508.169999889;5;Hörde;540;Holzen;541;Höchsten;083;Höchsten/Holzen/Syburg;;;Dortmund
51.513080969870344, 7.502938455584118;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Berliner Straße;4;Dortmund;;;;396117.25999996136;5707946.36999988;30;Innenstadt-Ost;070;Kaiserbrunnen;073;Körne;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;;Dortmund
51.55720942603208, 7.3922854793234105;XE_SozialEinrichtung;Kindergarten;Kath. Kiga Josef-Bartholdus;;;;Beuthstraße;25;Dortmund;;;;388547.2099999451;5713016.509999815;9;Mengede;930;Nette;930;Nette;123;Nette;123;Nette;Dortmund
51.518809902111606, 7.358386887315926;XE_SozialEinrichtung;Kindergarten;DRK-Kita Mäusetal;;;;Bockenfelder Straße;62;Dortmund;;;;386101.5499999385;5708798.539999791;8;Huckarde;840;Kirchlinde;843;Hangeney;112;Rahm/Kirchlinde;;;Dortmund
51.50017150561835, 7.473953008830102;XE_SozialEinrichtung;Kindergarten;Kath. Kiga St. Bonifatius;;;;Bonifatiusstraße;3;Dortmund;;;;394076.0999999577;5706552.319999866;30;Innenstadt-Ost;090;Ruhrallee;092;Ruhrallee Ost;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;;Dortmund
51.55357373868359, 7.443386519141575;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Börgerhoffweg;3;Dortmund;;;;392080.9199999534;5712535.56999985;1;Eving;140;Lindenhorst;140;Lindenhorst;042;Lindenhorst/Eving II;042;Lindenhorst/Eving II;Dortmund
51.5203619770266, 7.469367013158428;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Bornstraße;52;Dortmund;;;;393804.75999995694;5708804.239999864;20;Innenstadt-Nord;050;Nordmarkt;051;Nordmarkt-Süd;022;Nordmarkt;022;Nordmarkt;Dortmund
51.5498946541857, 7.544776599218731;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Buschei;34;Dortmund;;;;399101.73999996716;5711981.709999899;2;Scharnhorst;270;Scharnhorst-Ost;270;Scharnhorst-Ost;054;Scharnhorst-Ost;054;Scharnhorst-Ost;Dortmund
51.55808018913019, 7.392359504485182;XE_SozialEinrichtung;Kindergarten;Caritas-TEK St. Josef;;;;Butzstraße;33;Dortmund;;;;388554.4699999455;5713113.229999818;9;Mengede;930;Nette;930;Nette;123;Nette;123;Nette;Dortmund
51.537906136628976, 7.6136746337732655;XE_SozialEinrichtung;Kindergarten;EI Purzelbaum e.V.;;;;Ebbinghausstraße;45;Dortmund;;;;403853.319999974;5710555.719999925;3;Brackel;340;Wickede;342;Wickede Dorf;064;Wickede;;;Dortmund
51.49220762369927, 7.5581242449962724;XE_SozialEinrichtung;Kindergarten;Kath. Kiga St. Ewaldi;;;;Egbertstraße;14;Dortmund;;;;399900.7499999682;5705548.249999905;4;Aplerbeck;410;Aplerbeck;413;Aplerbecker Markt;071;Aplerbeck;;;Dortmund
51.47785404346721, 7.597189398835787;XE_SozialEinrichtung;Kindergarten;EI Zappelbande e.V.;;;;Eichholzstraße;89;Dortmund;;;;402582.05999997235;5703899.359999919;4;Aplerbeck;450;Sölderholz;451;Sölderholz;074;Sölde/Sölderholz;;;Dortmund
51.533828981854434, 7.39931043097793;XE_SozialEinrichtung;Kindergarten;Ev. Kiga Erpinghof;;;;Erpinghofstraße;68;Dortmund;;;;388977.279999946;5710405.8199998215;8;Huckarde;820;Huckarde;822;Erpinghofsiedlung;111;Deusen/Huckarde;;;Dortmund
51.527274391332476, 7.544654470585461;XE_SozialEinrichtung;Kindergarten;Kath. Kiga St. Clemens;;;;Flughafenstraße;56 a;Dortmund;;;;399043.22999996686;5709466.3699998995;3;Brackel;320;Brackel;323;Reichshof;062;Brackel;;;Dortmund
51.543817363341255, 7.516245939428219;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Friedrich-Hölscher-Straße;432;Dortmund;;;;397109.94999996375;5711345.619999886;2;Scharnhorst;260;Alt-Scharnhorst;262;Alt-Scharnhorst;053;Alt-Scharnhorst;;;Dortmund
51.53519780538214, 7.4108905654801855;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Friedrichsruher Straße;11;Dortmund;;;;389783.7299999481;5710540.52999983;8;Huckarde;820;Huckarde;821;Mailoh;111;Deusen/Huckarde;;;Dortmund
51.51036028050372, 7.516324044688333;XE_SozialEinrichtung;Kindergarten;EI Das Kinderhaus e.V.;;;;Geßlerstraße;17;Dortmund;;;;397039.9199999633;5707624.899999887;30;Innenstadt-Ost;080;Westfalendamm;082;Gartenstadt-Nord;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;;Dortmund
51.50279131397626, 7.4047480285063525;XE_SozialEinrichtung;Kindergarten;Kath. Kiga St. Karl Borromäus;;;;Girondelle;5;Dortmund;;;;389279.15999994706;5706946.069999825;10;Innenstadt-West;030;Dorstfeld;033;Oberdorstfeld;014;Dorstfeld;014;Dorstfeld;Dortmund
51.55674150959943, 7.484147867203819;XE_SozialEinrichtung;Kindergarten;Ev. Kiga Kemminghausen;;;;Gretelweg;3-5;Dortmund;;;;394914.0299999592;5712828.489999874;1;Eving;120;Eving;124;Kemminghausen;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen;Dortmund
51.58047729694508, 7.5652813853988885;XE_SozialEinrichtung;Kindergarten;Ev. TEK Lanstrop;;;;Gürtlerstraße;15;Dortmund;;;;400590.0999999695;5715354.619999907;2;Scharnhorst;250;Lanstrop;251;Lanstrop-Neu;052;Husen/Kurl/Lanstrop;;;Dortmund
51.58101050864438, 7.563199055003764;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Gürtlerstraße;9-13;Dortmund;;;;400446.9899999694;5715416.749999907;2;Scharnhorst;250;Lanstrop;251;Lanstrop-Neu;052;Husen/Kurl/Lanstrop;;;Dortmund
51.531694679098, 7.45803258890792;XE_SozialEinrichtung;Kindergarten;Ev. Kiga Markus;;;;Gut-Heil-Straße;10 a;Dortmund;;;;393044.97999995545;5710080.999999858;20;Innenstadt-Nord;050;Nordmarkt;053;Nordmarkt-West;022;Nordmarkt;022;Nordmarkt;Dortmund
51.5172970783729, 7.496023871606335;XE_SozialEinrichtung;Kindergarten;Kath. Kiga St. Franziskus (5 Gruppen);;;;Hallesche Straße;63;Dortmund;;;;395647.10999996064;5708425.059999877;30;Innenstadt-Ost;070;Kaiserbrunnen;073;Körne;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;;Dortmund
51.475859256117715, 7.4400969824404015;XE_SozialEinrichtung;Kindergarten;Ev. Kiga Hombruch;;;;Harkortstraße;53a;Dortmund;;;;391668.6499999524;5703898.239999847;6;Hombruch;650;Hombruch;651;Hombruch;091;Barop/Brünninghausen/Hombruch;;;Dortmund
51.50904445535441, 7.3802070756942735;XE_SozialEinrichtung;Kindergarten;Ev. Kiga Immanuel;;;;Haumannstraße;5;Dortmund;;;;387591.34999994276;5707678.849999808;7;Lütgendortmund;740;Marten;742;Marten;102;Marten;102;Marten;Dortmund
51.526859506746284, 7.4132588841294655;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Heidegarten;3;Dortmund;;;;389927.86999994854;5709609.7099998295;8;Huckarde;820;Huckarde;824;Huckarde;111;Deusen/Huckarde;;;Dortmund
51.55033574991965, 7.5425762056602395;XE_SozialEinrichtung;Kindergarten;Waldorf-Kiga Scharnhorst;;;;Hesseweg;24;Dortmund;;;;398950.15999996685;5712033.799999898;2;Scharnhorst;270;Scharnhorst-Ost;270;Scharnhorst-Ost;054;Scharnhorst-Ost;054;Scharnhorst-Ost;Dortmund
51.47874513212481, 7.433399511690558;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Hombrucher Bogen;34-36;Dortmund;;;;391210.4199999514;5704229.089999842;6;Hombruch;610;Barop;615;Zechenplatz;091;Barop/Brünninghausen/Hombruch;;;Dortmund
51.45841038138187, 7.442399045006332;XE_SozialEinrichtung;Kindergarten;FABIDO TEK;;;;Hugo-Sickmann-Straße;30;Dortmund;;;;391787.239999953;5701954.459999847;6;Hombruch;670;Kirchhörde-Löttringhausen;672;Kirchhörde-Nord;093;Kirchhörde/Löttringhausen/Lücklemberg;;;Dortmund
51.570092566754965, 7.520868405285973;XE_SozialEinrichtung;Kindergarten;Kath. Kiga St. Aloysius;;;;Im Schellenkai;10;Dortmund;;;;397489.569999964;5714261.089999889;2;Scharnhorst;210;Derne;212;Derne;051;Derne/Hostedde/Kirchderne/Grevel;;;Dortmund
51.530829498524774, 7.544182390517891;XE_SozialEinrichtung;Kindergarten;Ev. Kiga Brackel;;;;Kaldehofweg;53;Dortmund;;;;399018.3499999669;5709862.3699998995;3;Brackel;320;Brackel;322;Westheck;062;Brackel;;;Dortmund
51.55080955775403, 7.4591966315991325;XE_SozialEinrichtung;Kindergarten;Kath. Kiga St. Barbara;;;;Kappenberger Straße;16;Dortmund;;;;393170.489999956;5712204.969999858;1;Eving;120;Eving;121;Niedereving;042;Lindenhorst/Eving II;042;Lindenhorst/Eving II;Dortmund
51.47732404470769, 7.512023649700318;XE_SozialEinrichtung;Kindergarten;Ev. Kiga Benninghofen;;;;Kattenkuhle;19 a;Dortmund;;;;396666.82999996276;5703957.169999884;5;Hörde;510;Benninghofen;511;Benninghofen;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;;Dortmund
51.528190101962565, 7.488384827442558;XE_SozialEinrichtung;Kindergarten;DRK-Kiga Zwergenland;;;;Kirchderner Straße;54-56;Dortmund;;;;395142.12999995967;5709647.339999873;20;Innenstadt-Nord;060;Borsigplatz;062;Westfalenhütte;023;Borsigplatz;023;Borsigplatz;Dortmund
51.52068093556347, 7.45542132443865;XE_SozialEinrichtung;Kindergarten;Ev. Kiga Paulus;;;;Kirchenstraße;23;Dortmund;;;;392838.0099999549;5708860.039999856;20;Innenstadt-Nord;040;Hafen;043;Hafen-Südost;021;Hafen;021;Hafen;Dortmund
51.451872404323886, 7.4569399194173185;XE_SozialEinrichtung;Kindergarten;Johanniter-TEK;;;;Kobbendelle;2a;Dortmund;;;;392782.0799999549;5701206.029999857;6;Hombruch;670;Kirchhörde-Löttringhausen;675;Kirchhörde-West;093;Kirchhörde/Löttringhausen/Lücklemberg;;;Dortmund
